Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,1991,Landcruiser,SUV,1991 Toyota Landcruiser GXL (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,450000,Red / -,"Mornington, VIC",6 cyl,SUV, 4 Doors, 8 Seats,29800
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9 L / 100 km,154378,White / Black,"Woongoolba, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,22950
Jaguar,2016,F-Pace,SUV,2016 Jaguar F-Pace 30D R-Sport,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6 L / 100 km,69500,Red / Red & Black Leather,"Sunnybank Hills, QLD",6 cyl,SUV, 4 Doors, 5 Seats,49900
Peugeot,2007,207,Hatchback,2007 Peugeot 207 XR,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.3 L / 100 km,72430,Red / -,"Hoppers Crossing, VIC",4 cyl,Hatchback, 3 Doors, 5 Seats,6499
Audi,2014,A6,Sedan,2014 Audi A6 2.0 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5 L / 100 km,123000,White / -,"Seventeen Mile Rocks, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,20500
Ford,2013,Focus,Hatchback,2013 Ford Focus Titanium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.7 L / 100 km,195242,Black / Grey  Cloth,"Oakleigh South, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,11950
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,101821,Grey / Black,"Eagle Farm, QLD",4 cyl,SUV, 4 Doors, 7 Seats,24990
GWM,2023,Haval,Kedron Haval & Great Wall Online,2023 GWM Haval Jolion Premium,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,13,White / Black Cloth,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,28490
Kia,2022,Cerato,Sedan,2022 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,18387,Blue / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,31990
Porsche,2012,Cayenne,SUV,2012 Porsche Cayenne Diesel,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,170858,Black / -,"Laverton North, VIC",6 cyl,SUV, 4 Doors, 5 Seats,31999
GWM,2022,Haval,"Westpoint Haval, GWM, Mahindra, SsangYong",2022 GWM Haval Jolion Ultra,NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,20,Blue / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,33485
Kia,2015,RIO,Hatchback,2015 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,5.7 L / 100 km,101000,Black / -,"Archerfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,11999
Hyundai,2019,Kona,SUV,2019 Hyundai Kona GO (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,90655,White / Black,"Brooklyn, VIC",4 cyl,SUV, 4 Doors, 5 Seats,23497
Toyota,2015,Landcruiser,SUV,2015 Toyota Landcruiser VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,237138,White / -,"Elsternwick, VIC",8 cyl,SUV, 4 Doors, 8 Seats,73990
Lexus,2005,RX330,SUV,2005 Lexus RX330 Sports Luxury,USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,17.2 L / 100 km,244039,Gold / Beige,"West Footscray, VIC",6 cyl,SUV, 4 Doors, 5 Seats,15999
Mitsubishi,2020,ASX,SUV,2020 Mitsubishi ASX GSR (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,12042,White / Black,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,34267
Kia,2023,RIO,Auto Mega Warehouse Westgate,2023 Kia RIO YB GT-LINE,USED,Automatic,-,Other,-,-,11,Black / 2023/05,"Port Melbourne, VIC",-,Hatchback,,,32490
Mercedes-Benz,2018,Sprinter,Tradie's Heaven,2018 Mercedes-Benz Sprinter 314CDI High Roof LWB 7G-Tronic + RWD,USED,Automatic,-,Other,-,-,273960,White / -,"Oakleigh, VIC",-,Commercial,,,42950
Hyundai,2017,Elantra,Sedan,2017 Hyundai Elantra Elite 2.0 MPI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,74725,Grey / Grey,"Chermside, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,20999
MG,2021,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,22698,White / Black,"Nundah, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Holden,2011,Commodore,Ute / Tray,2011 Holden Commodore SS Thunder,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,12.9 L / 100 km,291307,Blue / -,"Kedron, QLD",8 cyl,Ute / Tray, 2 Doors, 2 Seats,16990
Honda,2021,HR-V,SUV,2021 Honda HR-V RS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,12333,White / Black,"Ravenhall, VIC",4 cyl,SUV, 4 Doors, 5 Seats,42990
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan Allspace 140 TDI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6 L / 100 km,72222,Black / -,"Moorabbin, VIC",4 cyl,SUV, 4 Doors, 7 Seats,45950
Mazda,2011,2,Hatchback,2011 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,69271,White / Black,"Brighton, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,12490
Kia,2020,Sorento,SUV,2020 Kia Sorento GT-Line 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,68754,Blue / Gt Line Leat,"Mornington, VIC",4 cyl,SUV, 4 Doors, 7 Seats,59888
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander ES Adas 5 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,44949,White / -,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 5 Seats,29990
MG,2023,HS,Brighton MG,2023 MG HS Essence X,NEW,Automatic,"4 cyl, 2 L",AWD,-,9.5 L / 100 km,10,Red / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,41690
Great,2009,Wall,Ute / Tray,2009 Great Wall SA220 (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Unleaded,10.8 L / 100 km,54979,White / Grey,"Brooklyn, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,11499
Hyundai,2018,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,39781,White / -,"Rocklea, QLD",4 cyl,Hatchback, 4 Doors, 5 Seats,31105
GWM,2022,UTE,NEW In stock,2022 GWM UTE Cannon-L Cab Chassis CC,NEW,Automatic,-,Other,Diesel,-,22,Silver / Charcoal Comfort,"Kedron, QLD",-,Ute / Tray,,,44085
BMW,2003,530I,Sedan,2003 BMW 530I Executive,USED,Automatic,"6 cyl, 3 L",Rear,Premium,11.3 L / 100 km,128194,Blue / Montana Grey Leather,"Hamilton, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,12999
Nissan,2016,Navara,Ute / Tray,2016 Nissan Navara ST-X (4X2) (sunroof),USED,Automatic,"4 cyl, 2.3 L",Rear,Diesel,6.8 L / 100 km,227345,White / Black,"Wilston, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
Hyundai,2012,Elantra,Sedan,2012 Hyundai Elantra Active,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,149000,Silver / -,"Underwood, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,9000
Audi,2007,Q7,SUV,2007 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,10.5 L / 100 km,271314,Gold / Black,"West Footscray, VIC",6 cyl,SUV, 4 Doors, 5 Seats,13999
Audi,2017,Q7,SUV,2017 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9 L / 100 km,107604,White / Black,"Brooklyn, VIC",6 cyl,SUV, 4 Doors, 7 Seats,49987
GWM,2022,Haval,DEMO,2022 GWM Haval H6 Ultra Hybrid,DEMO,-,"4 cyl, 1.5 L",Front,Hybrid,5.2 L / 100 km,1211,White / Black,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,42893
Mitsubishi,2011,Lancer,Sedan,2011 Mitsubishi Lancer ES,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,175638,Grey / Grey,"Coorparoo, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,9780
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.5 L / 100 km,145129,White / -,"Toowoomba, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,22995
Holden,2010,Commodore,Sedan,2010 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Premium,14.6 L / 100 km,68116,Black / Black,"Hendra, QLD",8 cyl,Sedan, 4 Doors, 5 Seats,33980
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,50915,Blue / White,"Brighton, VIC",4 cyl,SUV, 4 Doors, 5 Seats,38990
Jeep,2019,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10 L / 100 km,59258,White / Black,"Pinkenba, QLD",6 cyl,SUV, 4 Doors, 5 Seats,49990
Hyundai,2017,Kona,SUV,2017 Hyundai Kona Active AWD,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7 L / 100 km,33552,Orange / -,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25498
Mitsubishi,2012,Lancer,Hatchback,2012 Mitsubishi Lancer ES Sportback,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,100759,Grey / -,"Yamanto, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Mercedes-Benz,2015,E250,Convertible,2015 Mercedes-Benz E250,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.5 L / 100 km,69114,White / -,"Mansfield, QLD",4 cyl,Convertible, 2 Doors, 4 Seats,42800
Mazda,2018,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,23600,White / -,"Archerfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,14999
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,82319,White / -,"Derrimut, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,36950
Suzuki,2023,Ignis,Westpoint Autos Nissan & Suzuki New Cars,2023 Suzuki Ignis GLX,NEW,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,20,Brown / Black,"Indooroopilly, QLD",4 cyl,SUV, 4 Doors, 4 Seats,27180
Honda,2007,Accord,Sedan,2007 Honda Accord Euro Limited Edition,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,9.4 L / 100 km,155254,Blue / -,"Slacks Creek, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,12990
Nissan,2016,Cube,Motorman Imports,2016 Nissan Cube,USED,Automatic,-,Other,-,-,1500,Grey / -,"Slacks Creek, QLD",-,Wagon,,,22000
Mazda,2023,CX-8,Mount Gravatt Mazda New,2023 Mazda CX-8 D35 GT SP (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,25,Blue / -,"Mount Gravatt, QLD",4 cyl,SUV, 4 Doors, 7 Seats,69999
Kia,2021,Stonic,SUV,2021 Kia Stonic S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,27620,Black / Wk,"Windsor, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25995
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GX AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,38014,White / -,"Kedron, QLD",4 cyl,SUV, 5 Doors, 5 Seats,48894
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,125436,White / Grey,"Virginia, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,25000
Holden,2012,Commodore,Wagon,2012 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.9 L / 100 km,280129,Black / Grey,"Footscray, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,8999
Mitsubishi,2013,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,179171,Silver / Grey,"Acacia Ridge, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19500
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,70334,White / Black,"Hoppers Crossing, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,34990
GWM,2022,UTE,NEW In stock,2022 GWM UTE Cannon XSR,NEW,Automatic,-,Other,Diesel,-,23,White / Charcoal Comfort,"Kedron, QLD",-,Ute / Tray,,,51990
Kia,2019,RIO,Hatchback,2019 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,44619,Silver / Grey,"Essendon Fields, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20868
Holden,2007,Commodore,Wagon,2007 Holden Commodore Executive,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.3 L / 100 km,130000,White / -,"Archerfield, QLD",6 cyl,Wagon, 4 Doors, 5 Seats,9999
Ford,2013,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,209000,Silver / Black,"Acacia Ridge, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,8000
Ssangyong,2023,Musso,Bay City HSV & Suzuki,2023 Ssangyong Musso Ultimate,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,22,White / Black,"Frankston, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,46685
Audi,2022,Q3,AUDI MORNINGTON,2022 Audi Q3 35 Tfsi,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,2828,Grey / Black,"Mornington, VIC",4 cyl,SUV, 4 Doors, 5 Seats,59990
Mitsubishi,2004,Pajero,SUV,2004 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,0 L / 100 km,269987,- / -,"Underwood, QLD",4 cyl,SUV, 4 Doors, 7 Seats,13990
Hyundai,2021,Tucson,SUV,2021 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,29648,Grey / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,52950
Mazda,2015,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,125844,Red / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,22990
Toyota,2019,Tarago,Wagon,2019 Toyota Tarago GLX V6,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10.3 L / 100 km,60915,White / Black,"Pinkenba, QLD",6 cyl,Wagon, 4 Doors, 7 Seats,40990
Holden,2020,Colorado,Ute / Tray,2020 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,149851,White / Black,"Moorabbin, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,34990
GWM,2023,Haval,"Westpoint Haval, GWM, Mahindra, SsangYong",2023 GWM Haval Jolion LUX Hybrid,DEMO,Automatic,"4 cyl, 1.5 L",Front,-,5 L / 100 km,20,Red / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,35288
Mercedes-Benz,2014,A45,Hatchback,2014 Mercedes-Benz A45 AMG,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,103571,Grey / Black,"Oakleigh, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,38888
Chrysler,2013,300,Sedan,2013 Chrysler 300 SRT8,USED,Automatic,"8 cyl, 6.4 L",Rear,Premium,13 L / 100 km,159016,Black / -,"Laverton North, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,33999
MG,2023,MG3,Springwood MG - New,2023 MG MG3 Auto Excite (with Navigation),NEW,Automatic,"4 cyl, 1.5 L",Front,-,6.7 L / 100 km,0,Black / -,"Springwood, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,20990
Kia,2020,Cerato,Sedan,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,46069,Grey / Black,"Elsternwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,24950
Mitsubishi,2017,Pajero,SUV,2017 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,149292,White / -,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 7 Seats,36255
Mitsubishi,2009,Triton,Ute / Tray,2009 Mitsubishi Triton GLX,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8.5 L / 100 km,121937,Red / -,"Rocklea, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,12999
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.3 L / 100 km,75228,Silver / -,"Woodridge, QLD",5 cyl,Ute / Tray, 4 Doors, 4 Seats,44990
Nissan,2008,Elgrand,USED Dealer ad,2008 Nissan Elgrand Highway Star,USED,Automatic,-,Other,-,-,72000,Black / -,"Slacks Creek, QLD",-,,,,19000
Nissan,2019,Navara,Ute / Tray,2019 Nissan Navara ST-X (4X4) (leathr Trim) (5YR),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,62000,Silver / 2019/12,"Albion, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,45950
Holden,2007,Rodeo,Ute / Tray,2007 Holden Rodeo DX,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,12 L / 100 km,326884,White / -,"Wacol, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,5999
Toyota,2017,Corolla,Hatchback,2017 Toyota Corolla Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1 L / 100 km,53321,White / Black,"Mornington, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,29490
Toyota,2004,Estima,Wagon,2004 Toyota Estima Aeras,USED,Automatic,"4 cyl, 2.4 L",Front,-,-,123921,Grey / -,"Coopers Plains, QLD",4 cyl,Wagon, 4 Doors,,12995
Hyundai,2015,Tucson,SUV,2015 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,109926,Silver / Black,"Ravenhall, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990
Audi,2021,A5,Mornington Hyundai & MG Used Cars,2021 Audi A5 45 Tfsi Quattro S Line Mhev,USED,-,"4 cyl, 2 L",AWD,Hybrid,7.1 L / 100 km,37305,Black / Black,"Mornington, VIC",4 cyl,Coupe, 2 Doors, 4 Seats,69990
Volkswagen,2017,Golf,Wagon,2017 Volkswagen Golf 110 TDI Highline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,4.7 L / 100 km,100523,White / Black Leather,"Essendon Fields, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,25980
Ford,2008,Falcon,Ute / Tray,2008 Ford Falcon XR6 (lpg),USED,Automatic,"6 cyl, 4 L",Rear,LPG,16.2 L / 100 km,112998,- / -,"Mornington, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,19999
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,57198,White / Grey,"Essendon Fields, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,33468
Mitsubishi,2014,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Manual,"4 cyl, 2.4 L",Front,Unleaded,8.8 L / 100 km,180123,Blue / Cloth,"Kedron, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Ford,2017,Everest,SUV,2017 Ford Everest Trend,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5 L / 100 km,76539,Blue / Grey,"Hendra, QLD",5 cyl,SUV, 4 Doors, 7 Seats,49990
GWM,2022,Haval,Springwood GWM HAVAL,2022 GWM Haval H6GT LUX (2WD),NEW,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5 L / 100 km,10,Blue / -,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,41485
Renault,2021,Koleos,SUV,2021 Renault Koleos ZEN (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,26119,Red / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30950
Nissan,2014,Juke,SUV,2014 Nissan Juke ST Midnight,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,115240,Black / Black  Cloth,"Toowoomba, QLD",4 cyl,SUV, 4 Doors, 5 Seats,15990
Toyota,2021,Kluger,SUV,2021 Toyota Kluger Grande Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,14563,Silver / -,"Mentone, VIC",4 cyl,SUV, 5 Doors, 7 Seats,81990
Holden,2009,Commodore,Sedan,2009 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.1 L / 100 km,259365,Blue / Grey,"West Footscray, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,10499
Jeep,2015,Cherokee,SUV,2015 Jeep Cherokee Sport (4X2),USED,Automatic,"4 cyl, 2.4 L",Rear,Unleaded,8.3 L / 100 km,165000,Black / -,"Slacks Creek, QLD",4 cyl,SUV, 4 Doors, 5 Seats,14900
Hyundai,2016,Santa,SUV,2016 Hyundai Santa FE Active (4X4),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,9.4 L / 100 km,121985,Silver / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 7 Seats,26990
Holden,2016,Calais,Sedan,2016 Holden Calais,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,128182,Silver / Black,"Hoppers Crossing, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,24990
Nissan,2008,Navara,Ute / Tray,2008 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,218286,Blue / -,"Laverton North, VIC",4 cyl,Ute / Tray, 2 Doors, 3 Seats,13499
Holden,2004,Commodore,USED Dealer ad,2004 Holden Commodore SS,USED,Automatic,-,Rear,Unleaded,-,233773,Silver / -,"Hoppers Crossing, VIC",-,,,,16999
Jeep,2014,Cherokee,SUV,2014 Jeep Cherokee Longitude (4X4),USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,10 L / 100 km,192588,- / -,"Point Cook, VIC",6 cyl,SUV, 4 Doors, 5 Seats,13999
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,54404,White / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 5 Seats,25990
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX MR (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,21590,Red / Black,"Hendra, QLD",4 cyl,SUV, 4 Doors, 5 Seats,29980
Volkswagen,2018,Golf,Hatchback,2018 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.7 L / 100 km,95252,Red / -,"Capalaba, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,33990
Ford,2004,Falcon,Sedan,2004 Ford Falcon XT,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,11.5 L / 100 km,180159,White / -,"Capalaba, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,9990
Kia,2020,Sorento,SUV,2020 Kia Sorento GT-Line 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,65233,Blue / Leather,"Mornington, VIC",4 cyl,SUV, 4 Doors, 7 Seats,59888
Mitsubishi,2016,Lancer,Sedan,2016 Mitsubishi Lancer ES Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,85529,White / Black,"West Footscray, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,18990
Volkswagen,2014,CC,Sedan,2014 Volkswagen CC 130 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.4 L / 100 km,117146,Brown / Beige,"Mornington, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,18990
Mercedes-Benz,2013,C200,Sedan,2013 Mercedes-Benz C200 Elegance BE,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,6.8 L / 100 km,122900,White / Black,"Archerfield, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,16990
Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson Elite N Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,23956,Red / Cloth,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,45987
Ford,2004,Falcon,Sedan,2004 Ford Falcon XR6T,USED,Automatic,"6 cyl, 4 L",Rear,Premium,11.5 L / 100 km,190195,Black / -,"Laverton North, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,18999
Volkswagen,2015,Amarok,Simply Automotive,2015 Volkswagen Amarok TDI420 4MOTION Perm Canyon,USED,Automatic,-,Other,Diesel,-,147497,White / Grey,"Port Melbourne, VIC",-,Ute / Tray,,,32990
Subaru,2019,Outback,SUV,2019 Subaru Outback 2.0D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,45258,White / Grey,"Swan Hill, VIC",4 cyl,SUV, 4 Doors, 5 Seats,34880
Subaru,2021,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,13079,Silver / Black,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,38998
